SOURCE_ID,YEAR,MONTH,DAY,HOUR,MINUTE,CAUSE,VALIDITY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,REGION_CODE,COUNTRY,STATE/PROVINCE,LOCATION,LATITUDE,LONGITUDE,MAXIMUM_HEIGHT,MAGNITUDE_ABE,MAGNITUDE_IIDA,INTENSITY_SOLOVIEV,WARNING_STATUS,MISSING,MISSING_ESTIMATE,INJURIES,INJURY_ESTIMATE,FATALITIES,FATALITY_ESTIMATE,DAMAGE_MILLIONS_DOLLARS,DAMAGE_ESTIMATE,HOUSES_DAMAGED,HOUSE_DAMAGE_ESTIMATE,HOUSES_DESTROYED,HOUSE_DESTRUCTION_ESTIMATE,ALL_MISSING,MISSING_TOTAL,ALL_INJURIES,INJURY_TOTAL,ALL_FATALITIES,FATALITY_TOTAL,ALL_DAMAGE_MILLIONS,DAMAGE_TOTAL,ALL_HOUSES_DAMAGED,HOUSE_DAMAGE_TOTAL,ALL_HOUSES_DESTROYED,HOUSE_DESTRUCTION_TOTAL
1405,1913,2,22,1,6,1,3,33,6.8,81,NEW ZEALAND,,TASMAN SEA,-41.8,171.5,1.5,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,1,,,,1
1407,1913,3,14,8,45,4,-1,15,7.8,83,INDONESIA,,SANGIHE ISLAND,5.354,126.121,,,,,,,,,,,,,,,,,,,,,,138,3,,2,,,,3
2454,1913,6,9,,,8,2,,,75,USA,NJ,"LONGPORT, NJ",39.314,-74.525,,,,,,1,1,,,,,0.01,1,,,,,,,,,,,,1,,,,
1408,1913,7,28,6,40,1,1,30,7,89,PERU,,S. PERU,-16.6,-73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,1913,8,6,22,14,1,2,33,7.9,89,PERU,,S. PERU,-17,-74,,,,,,,,,,,,,,,,,,,,,,,2,,3,,3,,3
1410,1913,10,11,4,6,1,4,33,7,82,PAPUA NEW GUINEA,,SOLOMON SEA,-7,148,0.1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
5474,1913,12,11,,,0,2,,,88,USA,CA,"SANTA BARBARA, S. CALIFORNIA",,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,1914,1,12,9,28,4,4,33,7.1,85,JAPAN,,SEIKAIDO,31.58,130.67,3,,1.6,-1,,,,,,,,,1,,,,,,,112,3,63,2,19,3,,,2268,4
1411,1914,1,12,,,1,2,33,,89,PERU,,CENTRAL PERU,-12,-76.6,1,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
3416,1914,1,15,4,28,1,1,,,50,ITALY,,LIGURIAN SEA,43.5,10.2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
1413,1914,2,26,4,58,1,1,130,7.2,89,PERU,,S. PERU,-17,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,1914,3,14,,,0,-1,,,83,INDONESIA,,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,1914,5,26,14,22,1,4,15,8.1,83,INDONESIA,,NW. IRIAN JAYA,-1.829,136.943,0.1,,1.5,2,,,,,,,1,,,,,,,,,,,,3,,2,,,,3
3532,1914,5,,,,0,2,,,75,CANADA,NS,GULF OF SAINT LAWRENCE,48.958,-62.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,1914,6,25,19,7,1,2,35,7.6,60,INDONESIA,,INDONESIA,-3.924,101.82,,,,,,,,,,,,,,,,,,,,20,1,20,1,,1,,,,1
5542,1914,10,6,19,15,3,4,,,81,NEW ZEALAND,,"TOLAGA BAY, NORTH ISLAND",-37.8,178.2,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,
1420,1914,11,27,14,39,3,1,30,6.3,50,GREECE,,IONIAN SEA,38.8,20.6,3,,1.7,4,,,,,,,,,,,,,,,,,,14,1,,3,,2,,3
1421,1914,12,3,,,0,2,,,83,INDONESIA,,AMBON ISLAND,-3.7,128.2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
3502,1915,1,27,1,9,1,2,,6.6,50,GREECE,,IONIAN SEA,38.4,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,1915,2,11,,,9,1,,,81,USA TERRITORY,AS,"MANUA ISLANDS, AMERICAN SAMOA",-14.18,-169.66,2.4,,,,,,,,,3,1,,,,,,,,,,,3,1,,,,,,
1423,1915,5,23,,,1,1,,,83,INDONESIA,,KAIMANA,-3.644,133.695,0.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1427,1915,8,7,15,4,1,3,14,6.7,50,GREECE,,IONIAN SEA,38.5,20.7,1.5,,,3,,,,,,,,,,,,,,,,,,,,,3,,2,,3
1425,1915,8,,,,1,1,,,82,PAPUA NEW GUINEA,,"HUON GULF, SOLOMON SEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,1915,9,7,1,20,1,1,80,7.9,88,EL SALVADOR,,EL SALVADOR,14,-89,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1429,1915,11,1,7,23,1,4,60,7.8,85,JAPAN,,SANRIKU,38.3,142.9,1,,,0.5,,,,,,,,,,,,,,,,,,,,,1,,,,
1430,1915,11,6,,,1,2,,6,83,INDONESIA,,NW. IRIAN JAYA,-1,136,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1431,1915,11,18,20,19,1,3,33,6.4,84,PHILIPPINES,,W. LUZON ISLAND,18,119.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,1,,1,,
1432,1916,1,1,13,20,1,3,35,7.9,82,PAPUA NEW GUINEA,,BISMARCK SEA,-4.739,152.548,4.5,,1.5,2,,,,,,,,,1,,,,,,,,,,,,1,,1,,1
1433,1916,1,31,,,1,1,,,88,COSTA RICA,,COSTA RICA-PANAMA,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,1916,4,26,2,21,1,4,25,7,74,PANAMA,,BOCAS DEL TORO,9.6,-82,1.3,,,,,,,,,,,,1,,,,,,,,,,,0.025,1,,,,
3147,1916,7,3,23,21,1,4,,5.1,50,ITALY,,STROMBOLI ISLAND,38.817,15.233,10,,,4,,,,,,,,,,,,,,,,,,,,,1,,1,,
3811,1916,8,16,7,6,1,4,,5.9,50,ITALY,,CENTRAL ADRIATIC,43.967,12.667,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2380,1916,11,12,,,1,2,0,,74,VENEZUELA,,OCUMARE DE LA COSTA DE ORO,10.46,-67.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,1917,1,9,,,0,1,,,83,INDONESIA,,CELEBES SEA,1.57,122.72,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
1439,1917,1,20,23,11,1,3,33,6.6,60,INDONESIA,,BALI SEA,-7,116,2,,1,,,,,,,,,,,,,,,,,,,1500,4,,2,,,,2
1440,1917,1,25,,,1,4,,6.5,84,CHINA,,SOUTH CHINA SEA,24.47,118.08,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
1441,1917,1,30,2,45,1,2,40,7.8,86,RUSSIA,,KAMCHATKA,56.5,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,1917,1,31,3,39,1,3,33,6.4,84,PHILIPPINES,,CELEBES SEA,6,125,1.5,,0.6,,,,,,,,,,,,,,,,,2,1,7,1,,2,,,,2
1437,1917,1,,,,0,1,,,83,INDONESIA,,LINGA ARCHIPELAGO,-0.25,104.5,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1443,1917,3,16,,,0,2,,,83,INDONESIA,,JAVA,-3.7,116.6,1.5,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,,
1444,1917,5,1,18,27,1,4,60,8,81,NEW ZEALAND,,KERMADEC ISLANDS,-29.2,-177,0.3,,3.6,3,,,,,,,,,,,,,,,,,,,,,,,,,
1445,1917,5,6,12,19,1,4,33,5.8,84,TAIWAN,,TAIWAN,23.2,121.6,0.5,,-1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1446,1917,6,26,5,49,1,4,25,8.3,81,SAMOA,,SAMOA ISLANDS,-15.5,-173,12.2,,3.6,3,,,,,,2,1,,2,,,,3,,,,,2,1,,2,,,,3
1448,1917,7,29,21,52,1,2,,7.7,82,PAPUA NEW GUINEA,,BISMARCK SEA,-3,143.5,0.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5614,1917,8,16,,,8,3,,,87,USA,AK,"TAKU INLET, JUNEAU, AK",58.204,-134.147,8,,,,,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,
1449,1917,8,23,,,0,2,,,83,INDONESIA,,BANDA SEA,-3.6,128.7,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
5617,1917,9,1,,,0,2,,,81,FRENCH POLYNESIA,,MAUPIHAA,,,1.9,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
1450,1917,11,16,3,19,1,2,60,7.5,81,NEW ZEALAND,,KERMADEC ISLANDS,-29,-177.5,2.5,,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,
2792,1917,12,6,13,4,10,4,,,75,CANADA,NS,"HALIFAX, NOVA SCOTIA",44.633,-63.583,7,,,,,,,,,,2,,,,,,,,,9000,4,2000,4,,,,,,
1451,1918,2,13,6,7,3,4,33,7.5,84,CHINA,,GUANGDONG PROVINCE,23.5,117.2,,,1,-1,,,,,,,,,,,,,,,,,4,2000,4,,4,,,,4
1453,1918,5,20,17,55,1,2,80,7.9,89,CHILE,,NORTHERN CHILE,-28.5,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,1918,7,18,2,30,6,1,,,83,INDONESIA,,SULAWESI,3.138,125.491,0.08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
3579,1918,8,14,,,1,0,,5.5,84,CHINA,,YUNNAN PROVINCE,26.9,103,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1456,1918,8,15,12,18,1,4,33,8.3,84,PHILIPPINES,,CELEBES SEA,5.5,123,7.2,,2.8,2.5,,,,,,6,1,,2,,,,,,,,,52,2,,3,,,,
1457,1918,9,7,17,16,1,4,33,8.2,86,RUSSIA,,S. KURIL ISLANDS,45.5,151.5,12,,3.6,3,,7,1,,,23,1,,2,19,1,,2,,,7,1,23,1,,2,19,1,,2
1458,1918,10,11,14,14,3,4,,7.3,74,USA TERRITORY,PR,PUERTO RICO: MONA PASSAGE,18.5,-67.5,6.1,,2.6,,,,,,,140,3,4,2,,,,,,,,,144,3,4,2,,,,
1459,1918,10,25,3,43,1,3,,,74,USA TERRITORY,PR,PUERTO RICO,18.5,-67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,1918,11,8,4,38,1,4,33,7.8,86,RUSSIA,,S. KURIL ISLANDS,44.5,151.5,0.5,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
1461,1918,12,4,11,47,1,4,33,7.8,89,CHILE,,NORTHERN CHILE,-26,-71,5,,2.3,2.5,,,,,,,,,1,,,,,,,,,,1,,3,,,,3
1452,1918,,,,,6,4,,,73,ICELAND,,ICELAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,1919,1,1,1,33,1,1,33,7.4,84,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",8,126,0.44,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,1919,1,1,2,59,1,1,180,8.3,81,TONGA,,TONGA ISLANDS,-19.6,-176.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,1919,1,,,,0,-1,,,80,USA,HI,HAWAII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,1919,2,13,,,0,2,,,60,INDONESIA,,TIMOR SEA,-9,124.85,,,,1.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
3511,1919,4,3,,,6,1,,,83,INDONESIA,,SULAWESI,3.138,125.491,5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1469,1919,4,9,,,0,-1,,,80,USA,HI,HAWAII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,1919,4,29,,,1,-1,33,,81,TONGA,,TONGA ISLANDS,-19,-172.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,1919,4,30,7,17,1,4,25,8.1,81,TONGA,,TONGA ISLANDS,-18.352,-172.515,2.5,,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1474,1919,5,6,19,41,1,3,35,7.8,82,PAPUA NEW GUINEA,,SOLOMON SEA,-4.852,153.714,2.5,,2.6,1,,,,,,,,,,,,,,,,,,,,,1,,1,,
1476,1919,5,22,17,45,6,4,,,50,ITALY,,STROMBOLI ISLAND,38.789,15.213,0.75,,,4,,,,,,,,,1,,,,,,,,3,4,1,,1,,3,10,1
5466,1919,6,29,23,14,1,3,20,6.6,88,NICARAGUA,,GULF OF FONSECA,12.33,-88.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,1919,8,19,,,1,0,,,74,VENEZUELA,,LAGO DE MARACAIBO,10.6,-71.6,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
1478,1919,10,2,,,7,4,,,80,USA,HI,"ALIKA, HAWAII",19.23,-155.9,4.3,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,
3417,1919,10,22,6,6,1,-1,10,5.6,50,ITALY,,TYRRHENIAN SEA,41.4,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,1919,11,21,,,1,1,,,83,INDONESIA,,NW. IRIAN JAYA,-2.55,140.75,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
4308,1919,12,26,,,1,1,,,40,UKRAINE,,CRIMEA,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,1920,1,29,,,1,1,,,83,INDONESIA,,N. MOLUCCAS ISLANDS,0.87,122.92,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1482,1920,2,2,11,22,1,1,,7.7,82,PAPUA NEW GUINEA,,SOLOMON SEA,-6.5,150,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
1485,1920,8,20,16,15,1,3,15,7,89,CHILE,,CENTRAL CHILE,-38,-73.5,1.4,,0.5,1,,,,,,,,,,,,,,,,,,,,,2,,2,,2
1484,1920,8,,,,1,-1,,,81,USA TERRITORY,AS,"PAGO PAGO, AMERICAN SAMOA",-15,-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,1920,9,20,14,39,1,3,35,7.8,82,VANUATU,,VANUATU ISLANDS,-19.919,168.53,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,
3541,1920,12,16,12,5,1,0,17,7.8,84,CHINA,,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,1920,12,18,2,1,1,1,,5.6,50,ALBANIA,,ALBANIAN COASTS,40.5,19.5,,,,5,,,,,,,3,,3,,,,3,,,,,,3,,3,,,,3
1489,1921,5,14,11,17,1,2,,6.2,83,INDONESIA,,MAKASSAR STRAIT,0.7,117.9,1,,,0.5,,,,,,,,,2,,,,,,,,,,,,2,,1,,1
3537,1921,8,4,,,1,3,,,84,CHINA,,"XIAOSI, DANDONG, LIAONING",40.13,124.38,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1
1490,1921,9,11,4,1,1,4,,7.5,60,INDONESIA,,JAVA,-11,111,0.1,,-2.3,-2,,,,,,,,,,,,,,,,,,,,,,,,,
1491,1921,11,11,18,36,1,3,,7.5,84,PHILIPPINES,,PHILIPPINE TRENCH,8,127,,,0.5,1,,,,,,,,,1,,,,1,,,,,,,,1,,,,1
1493,1921,12,16,,,9,-1,,,80,USA,HI,HAWAII,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1494,1922,1,6,14,11,1,2,33,7.2,89,PERU,,S. PERU,-16.5,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1922,1,19,21,58,1,3,33,7.5,82,PAPUA NEW GUINEA,,BISMARCK SEA,-7,143,1.8,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
1496,1922,2,22,,,1,1,,,83,INDONESIA,,BANDA SEA,-3.3,128.9,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1922,2,27,20,39,1,2,,6.3,84,PHILIPPINES,,CEBU ISLAND,10.2,124.1,0.7,,-0.5,0,,,,,,,,,,,,,,,,,,5,1,,2,,2,,
1499,1922,3,1,9,10,1,2,33,6,84,PHILIPPINES,,SULU SEA,9,123.25,,,,0.5,,,,,,,,,,,,,,,,,,,,,2,,2,,
1500,1922,4,10,,,1,1,,,60,INDONESIA,,SW. SUMATRA,-1,100.35,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1922,5,2,,,0,2,,,76,USA,TX,GULF OF MEXICO,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,1922,7,8,,,1,1,,,60,INDONESIA,,"LHOKNGA, ACEH",5.5,95.2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
3503,1922,8,8,3,49,1,2,,5.6,50,GREECE,,AEGEAN SEA,37.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1922,9,1,19,16,1,1,,7.6,84,TAIWAN,,TAIWAN,24.5,122,,,,,,,,,,,,,,,,,,,,7,1,5,1,,2,,,139,3
5022,1922,10,22,,,0,1,,,81,AUSTRALIA,,TASMAN SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,1922,11,7,23,0,1,2,33,7,89,CHILE,,NORTHERN CHILE,-28,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,1922,11,11,4,32,1,4,35,8.7,89,CHILE,,NORTHERN CHILE,-28.553,-70.755,9,,3.2,2.5,,,,,,200,3,,3,,,,3,,,,,700,3,,3,,,,3
1506,1922,12,25,3,33,1,3,,6.3,81,NEW ZEALAND,,SE. NEW ZEALAND,-43,173,0.4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1507,1923,1,22,9,4,1,0,,7.2,88,USA,CA,N. CALIFORNIA,40.8,-124.5,0.1,,-2,,,,,,,,,,,,,,,,,,,,,,1,,,,
1508,1923,2,3,16,1,1,4,19,8.3,86,RUSSIA,,KAMCHATKA,54,161,8,,3,,,,,,,3,1,1.5,2,,,,,,,,,3,1,1.5,2,,,,2
1509,1923,2,17,,,0,3,,,89,CHILE,,CENTRAL CHILE,-35.33,-72.42,1.5,,0.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1512,1923,3,2,16,48,1,3,22,7.2,84,PHILIPPINES,,"MINDANAO ISLAND, PHILIPPINES",6.5,124,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1923,3,4,,,0,1,,,89,CHILE,,SAN FELIX ISLAND,-26.3,-80.1,35,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1923,4,13,15,31,1,4,20,7.2,86,RUSSIA,,KAMCHATKA,56.5,162.5,20,,4.9,3.5,,,,400,3,18,1,,3,,,,3,400,3,,,18,1,,3,,,,3
1518,1923,5,4,22,26,1,-1,60,7,89,CHILE,,NORTHERN CHILE,-28.75,-71.75,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2
1520,1923,5,7,,,1,-1,,,89,CHILE,,NORTHERN CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1923,6,1,17,24,1,4,40,7.3,85,JAPAN,,"KASHIMA, JAPAN",35.4,141.8,0.4,,-1.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1522,1923,7,18,2,24,1,1,,5.5,84,PHILIPPINES,,"BUTUAN, SULU SEA",9.3,125,,,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,
2456,1923,8,6,,,0,1,,,75,USA,NY,"ROCKAWAY BEACH, NY",40.6,-73.5,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,,,
1524,1923,8,12,,,1,2,33,,89,CHILE,,NORTHERN CHILE,-18.5,-70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,1923,8,,,,0,1,,,84,KOREA,,KOREA,,,,,,1.5,,,,,,,,,2,,,,,,,,,,,,2,,,,
1526,1923,9,1,2,58,1,4,33,7.9,85,JAPAN,,SAGAMI BAY,35.1,139.5,13,,3.6,3,,166,3,,,2144,4,,3,,,868,3,43476,4,47000,4,142807,4,600,4,,,695000,4
1527,1923,9,2,2,46,1,4,20,7.7,85,JAPAN,,RYUKYU ISLANDS,34.9,140.2,0.3,,-1.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1525,1923,9,4,,,9,-1,33,,88,USA,CA,N. CALIFORNIA,,,6.1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
1528,1923,11,2,21,8,1,3,50,7.2,82,PAPUA NEW GUINEA,,BISMARCK SEA,-4.5,151.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,1923,11,4,0,4,1,1,,7.2,82,PAPUA NEW GUINEA,,NEW BRITAIN,-5,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,1924,3,15,10,31,1,0,15,6.8,86,RUSSIA,,TATAR STRAIT,49.179,142.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,1924,4,13,,,0,-1,,,86,RUSSIA,,TATAR STRAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1924,4,14,16,20,3,4,33,8.3,84,PHILIPPINES,,E. MINDANAO ISLAND,6.5,126.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,3,,,,3
1537,1924,4,16,,,0,-1,,,86,RUSSIA,,TATAR STRAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,1924,5,6,16,9,3,4,,6.5,84,PHILIPPINES,,PHILIPPINES,16,118,,,1,1.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
1540,1924,5,30,,,9,-1,,,80,USA,HI,HAWAII,,,5,,2.3,2,,,,,,,,,,,,,,,,,,,,,,,,,
1542,1924,6,2,,,1,-1,,,84,PHILIPPINES,,W. LUZON ISLAND,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,1924,6,26,1,37,1,3,,7.8,81,AUSTRALIA,,MACQUARIE ISLAND,-56,157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,1924,7,19,,,0,1,,,81,NEW ZEALAND,,CHATHAM I.,-43.95,-176.567,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
2457,1924,8,8,,,0,1,,,75,USA,NY,"CONEY ISLAND, NY",40.567,-73.983,4.6,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,
1545,1924,8,28,,,1,1,,,73,ICELAND,,ICELAND: REYKJAVIK,64.15,-21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,1924,8,30,3,4,1,2,33,7.3,84,PHILIPPINES,,E. MINDANAO ISLAND,8.5,126.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,2,,,,2
1549,1925,1,8,,,1,1,,,83,INDONESIA,,BANDA SEA,-8,115,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1550,1925,2,23,23,53,3,3,,6,87,USA,AK,"GULF OF ALASKA, AK",60,-146,1.4,,0.5,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
5497,1925,5,4,17,25,0,1,,,88,MEXICO,,,14.583,-106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,1925,5,5,10,6,1,2,33,6.8,84,PHILIPPINES,,W. LUZON ISLAND,9.3,122.7,,,,0.5,,,,,,,,,,,,,,,,,,17,1,,2,,,,2
3418,1925,5,11,,,9,-1,,,50,ITALY,,CALABRIAN ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,1925,5,15,11,56,1,2,50,7.1,89,CHILE,,NORTHERN CHILE,-26,-71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,1925,5,25,3,43,1,2,,6.3,84,PHILIPPINES,,W. LUZON ISLAND,12.2,122.1,,,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1558,1925,10,4,16,,9,4,,,88,USA,CA,CALIFORNIA,,,0.34,,,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,
1559,1925,11,13,12,14,1,2,22,7.3,84,PHILIPPINES,,PHILIPPINE SEA,13,125,,,,0.5,,,,,,,2,,2,,,,3,,,,3,,2,,2,,,,3
1560,1925,11,16,11,54,1,1,80,7,88,MEXICO,,S. MEXICO,18.5,-107,11,,3.5,3,,,,,,,,,,,,,,,,,,,,,2,,,,
1561,1925,11,25,,,1,-1,,,84,PHILIPPINES,,SULU SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,1925,12,22,,,9,1,,,81,"MICRONESIA, FED. STATES OF",,CAROLINE ISLANDS,10,138,,,,1.5,,,3,,,,3,,3,,,,3,,,,3,,3,,3,,,,3
2464,1926,1,9,,,8,2,,,75,USA,ME,"BERNARD, ME",44.233,-68.35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,1926,1,25,0,36,1,-1,,7.4,82,SOLOMON ISLANDS,,SOLOMON SEA,-9,159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1926,3,20,9,3,1,1,,,80,USA,HI,HAWAII,20.5,-155.5,1.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,1926,3,31,,,9,-1,33,,81,COOK ISLANDS,,COOK ISLANDS,,,,,,2.5,,,,,,1,1,,2,,,,2,,,,,1,1,,2,,,,2
1567,1926,6,28,3,23,1,0,,5.8,60,INDONESIA,,SW. SUMATRA,-0.7,100.6,,,,,,,3,,,,,,2,,,,,,,,3,,,,2,,,,
1569,1926,7,30,,,1,1,,,73,UK,,ENGLISH CHANNEL,49.21,-2.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,1926,7,,,,0,1,,,84,SOUTH KOREA,,S. OF KOREA,35,128,,,,1.5,,,,,,,3,,,,,,,,,,,,3,,,,,,
3419,1926,8,17,1,42,1,2,100,5.3,50,ITALY,,AEOLIAN ISLANDS,38.567,14.833,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
1570,1926,8,22,,,1,1,,,73,PORTUGAL,,AZORES,38.3,-28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,1926,8,30,11,38,1,3,,7.2,50,GREECE,,ARGOLIKOS GULF,36.5,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,1926,9,16,17,59,1,4,35,6.9,82,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.674,159.519,2,,1,1.5,,,,,,,,,1,,,,,,,,,,,,2,,2,,
1573,1926,12,9,,,1,2,33,6,89,CHILE,,NORTHERN CHILE,-28,-71,,,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1574,1926,12,19,,,1,1,,,73,PORTUGAL,,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,1927,1,1,8,17,9,1,,5.7,88,USA,CA,S. CALIFORNIA,32.5,-115.5,,,,1,,,,,,1,1,3,2,,,,,,,,1,1,1,3,2,20,1,,1
4255,1927,1,24,5,18,1,2,,5.1,73,NORWAY,,WESTERN NORWAY,59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,1927,3,7,9,27,3,4,10,7.6,85,JAPAN,,SW. HONSHU ISLAND,35.6,135.1,11.3,,0.4,0.5,,,,,,,,,,,,,,,,3295,4,3022,4,,4,9821,4,15594,4
2298,1927,6,26,11,20,1,4,27,6,40,UKRAINE,,"CRIMEA, BLACK SEA",44.4,34.4,0.7,,-0.5,2,,,,,,,,,,,,,,,,,,,,,2,,,,
