SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,REGION_CODE,COUNTRY,STATE/PROVINCE,LOCATION,LATITUDE,LONGITUDE,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,VALIDITY,MEASUREMENT_TYPE,PERIOD,FIRST_MOTION,MAXIMUM_HEIGHT,HORIZONTAL_INUNDATION,INJURIES,INJURY_ESTIMATE,FATALITIES,FATALITY_ESTIMATE,DAMAGE_MILLIONS_DOLLARS,DAMAGE_ESTIMATE,HOUSES_DAMAGED,HOUSE_DAMAGE_ESTIMATE,HOUSES_DESTROYED,HOUSE_DESTRUCTION_ESTIMATE
2439,9419,2004,12,26,87,USA,AK,"KODIAK, AK",57.75,-152.483,10955,,,,2,70,,0.13,,,,,,,,,,,
2439,9420,2004,12,26,87,USA,AK,"SITKA, AK",57.052,-135.342,11897,41,16,,2,48,,0.04,,,,,,,,,,,
2439,9421,2004,12,26,87,USA,AK,"YAKUTAT, AK",59.55,-139.733,11529,39,48,,2,45,,0.08,,,,,,,,,,,
2439,26569,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.55736111,95.28555556,257,,,,5,,,9,,,,,,,,,,,
2439,26570,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.56194444,95.30555556,257,,,,5,,,8.1,,,,,,,,,,,
2439,26571,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.86355556,98.27322222,673,,,,5,,,4.2,,,,,,,,,,,
2439,26572,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.84783333,98.27536111,671,,,,5,,,0.8,,,,,,,,,,,
2439,26573,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.84202778,98.27602778,670,,,,5,,,1.55,,,,,,,,,,,
2439,26574,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.85563889,98.26780556,671,,,,5,,,3.8,,,,,,,,,,,
2439,26575,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.85111111,98.2675,671,,,,5,,,7.5,,,,,,,,,,,
2439,26576,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.85069444,98.27022222,671,,,,5,,,8.4,,,,,,,,,,,
2439,26577,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.83472222,98.2725,670,,,,5,,,7.42,,,,,,,,,,,
2439,26578,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.83677778,98.27488889,670,,,,5,,,5.12,,,,,,,,,,,
2439,26579,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.79608333,98.26152778,665,,,,5,,,6.99,,,,,,,,,,,
2439,26580,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.81330556,98.26622222,667,,,,5,,,5.12,,,,,,,,,,,
2439,26581,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.849,98.27097222,671,,,,5,,,4,,,,,,,,,,,
2439,26582,2004,12,26,60,THAILAND,PHANG NGA,NAM KHEM,8.85013889,98.27152778,671,,,,5,,,8.5,,,,,,,,,,,
2439,15774,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.382,95.256,239,,,,5,,,12.8,,,,,,,,,,,
2439,15775,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.633,95.4,263,,,,5,,,13.3,,,,,,,,,,,
2439,15776,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.553,95.235,258,,,,5,,,13.7,,,,,,,,,,,
2439,15777,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.397,95.253,241,,,,5,,,14.2,,,,,,,,,,,
2439,15778,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.634,95.401,263,,,,5,,,14.2,,,,,,,,,,,
2439,15779,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.443,95.241,246,,,,5,,,15.5,,,,,,,,,,,
2439,15780,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.492,95.231,252,,,,5,,,15.5,,,,,,,,,,,
2439,15770,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.61,95.397,260,,,,5,,,11.2,,,,,,,,,,,
2439,15771,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.556,95.236,258,,,,5,,,12.3,,,,,,,,,,,
2439,15772,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.557,95.284,257,,,,5,,,12.5,,,,,,,,,,,
2439,15773,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.564,95.235,259,,,,5,,,12.6,,,,,,,,,,,
2439,9359,2004,12,26,60,SOUTH AFRICA,,EAST LONDON,-33.02,27.92,8182,11,29,,2,,R,0.64,,,,,,,,,,,
2439,26554,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.56530556,95.32958333,257,,,,5,,,2,,,,,,,,,,,
2439,9341,2004,12,26,60,UK TERRITORY,,"DIEGO GARCIA, CHAGOS ISLANDS",-7.283,72.4,2858,3,46,,2,,R,0.45,,,,,,,,,,,
2439,19766,2004,12,26,60,TANZANIA,,"MATEMWE BEACH, ZANZIBAR",-5.86848,39.35385,6358,,,,5,,,2.9,,,,,,,,,,,
2439,19767,2004,12,26,60,TANZANIA,,"NUNGWI AQUARIUM, ZANZIBAR",-5.72238,39.30228,6362,,,,5,,,1.5,,,,,,,,,,,
2439,19768,2004,12,26,60,TANZANIA,,"KIWENGWA - ESTIMATE, ZANZIBAR",-5.99612,39.3815,6357,,,,5,,,1.5,,,,,,,,,,,
2439,19769,2004,12,26,60,TANZANIA,,"UROA TAMARIND HOTEL, ZANZIBAR",-6.10492,39.42708,6354,,,,5,,,1.5,,,,,,,,,,,
2439,19770,2004,12,26,60,TANZANIA,,"CHWAKA BAY RESORT HOTEL, ZANZIBAR",-6.15563,39.43705,6354,,,,5,,,2.65,,,,,,,,,,,
2439,19771,2004,12,26,60,TANZANIA,,"PAJE - FLOW DEPTH ON REEF, ZANZIBAR",-6.26048,39.5366,6344,,,,5,,,1,,,,,,,,,,,
2439,19790,2004,12,26,60,TANZANIA,,DONGWE RESTAURANT THE DOOR,-6.18032,39.53105,6344,,,,5,,,2.4,,,,,,,,,,,
2439,19791,2004,12,26,60,TANZANIA,,"JAMBIANI RED MONKEY LODGE, ZANZIBAR",-6.3427,39.55717,6343,,,,5,,,3.25,,,,,,,1,,1,,
2439,19792,2004,12,26,60,TANZANIA,,"KIZIMKAZI, ZANZIBAR",-6.45608,39.47358,6354,,,,5,,,1.5,,,,,,,,,,,
2439,19793,2004,12,26,60,TANZANIA,,BAGAMOYO - FISHING HARBOR,-6.44017,38.91025,6416,,,,5,,,3,,,,,,,,,,,
2439,19794,2004,12,26,60,TANZANIA,,BAGAMOYO - OCEANIC BAY RESORT,-6.42835,38.9036,6416,,,,5,,,3,,,,,,,,,,,
2439,19795,2004,12,26,60,TANZANIA,,MBEGANI - INSTITUTE OF FISHERIES,-6.47287,38.97017,6410,,,,5,,,2.5,,,,,,,,,,,
2439,19796,2004,12,26,60,TANZANIA,,SILVER SANDS RESORT,-6.65455,39.21232,6386,,,,5,,,3.3,,,,,,,,,,,
2439,19797,2004,12,26,60,TANZANIA,,BEACHCOMBER HOTEL,-6.67942,39.22458,6385,,,,5,,,3,,,,,,,,,,,
2439,19798,2004,12,26,60,TANZANIA,,"MBEZI BEACH, MAINLAND TANZANIA",-6.69817,39.22763,6385,,,,5,,,3,,,,8,1,,,,,,
2439,19799,2004,12,26,60,TANZANIA,,"KONDUCHI BEACH, MAINLAND TANZANIA",-6.66848,39.21867,6386,,,,5,,,3.5,,,,,,,,,,1,1
2439,9080,2004,12,26,60,THAILAND,,BAN BANG PHNG,8.812,98.266,667,,,,4,,,13.1,9,,,,,,,,,,
2439,9075,2004,12,26,60,THAILAND,,NAI RAI,8.31,98.273,617,,,,5,,,5.3,534,,,,,,,,,,
2439,9077,2004,12,26,60,THAILAND,,THAI MUANG,8.399,98.265,625,,,,5,,,6.1,114,,,,,,,,,,
2439,9088,2004,12,26,60,THAILAND,,BAN THUNG DAP,9.028,98.257,689,,,,4,,,19.6,30,,,,,,,,,,
2439,9086,2004,12,26,60,THAILAND,,BAN NAM KIM,8.857,98.268,672,,,,4,,,15.8,63,,,,,,,,,,
2439,9082,2004,12,26,60,THAILAND,,BAN NOK NA,8.999,98.257,686,,,,5,,,12.6,136,,,,,,,,,,
2439,9096,2004,12,26,60,THAILAND,,BAN PAK NAM,9.951,98.596,798,,,,5,,,1.2,0,,,,,,,,,,
2439,9092,2004,12,26,60,THAILAND,,BAN KO DAM,9.277,98.386,720,,,,5,,,1.1,0,,,,,,,,,,
2439,26401,2004,12,26,60,INDONESIA,ACEH,BREUH ISLAND,5.67,95.1296,274,,,,5,,,20.1,,,,,,,2,,2,,2
2439,26402,2004,12,26,60,INDONESIA,ACEH,DEUDAP ISLAND,5.602,95.14,266,,,,5,,,10.7,,,,,,,2,,2,,2
2439,26397,2004,12,26,60,INDONESIA,ACEH,"IDI, SUMATRA",4.96653,97.77177,281,,,,5,,,2.5,500,,,,,,1,,1,,1
2439,26398,2004,12,26,60,INDONESIA,ACEH,"PANTERAJA, SUMATRA",5.2611,96.18528,219,,,,5,,,4.7,1000,,,,,,1,,,,
2439,19801,2004,12,26,60,TANZANIA,,"KIPEPEO BEACH, MAINLAND TANZANIA",-6.85103,39.36145,6373,,,,5,,,2.4,,,,2,1,,,,,,
2439,19802,2004,12,26,60,TANZANIA,,KIM BEACH - AT BERM,-6.86335,39.41087,6368,,,,5,,,2.85,,,,,,,,,,,
2439,26369,2004,12,26,60,INDIA,KERALA,ERNAKULAM,9.98,76.28,2285,,,,4,,,4,1000,,,,,,,,,,
2439,26370,2004,12,26,60,INDIA,KERALA,KOLLAM,8.88,76.6,2217,,,,5,,,3,1000,,,,,,,,,,
2439,26371,2004,12,26,60,INDIA,KERALA,KOLLAM,8.88,76.6,2217,,,,4,,,4,1000,,,,,,,,,,
2439,26372,2004,12,26,60,INDIA,KERALA,ALLAPUZHA,9.49,76.33,2264,,,,5,,,3,1000,,,,,,,,,,
2439,19742,2004,12,26,60,TANZANIA,,"KOUNGOU, EAST, MAYOTTE",-12.73467,45.20828,5872,,,,5,,,4.05,,,,,,,,,,,
2439,19743,2004,12,26,60,TANZANIA,,"KOUNGOU, EAST, MAYOTTE",-12.7348,45.20755,5872,,,,5,,,2.95,,,,,,,,,,,
2439,19744,2004,12,26,60,TANZANIA,,"MTSANGAMBOUA, MAYOTTE",-12.69002,45.11142,5881,,,,5,,,2,,,,,,,,,,,
2439,19745,2004,12,26,60,TANZANIA,,"MTSAHARA, MAYOTTE",-12.68162,45.08042,5884,,,,5,,,2.95,,,,,,,,,,,
2439,19746,2004,12,26,60,TANZANIA,,"HAMJAGO, MAYOTTE",-12.68767,45.07335,5885,,,,5,,,1,,,,,,,,,,,
2439,15781,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.443,95.241,246,,,,5,,,16,,,,,,,,,,,
2439,15782,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.429,95.243,245,,,,5,,,16.5,,,,,,,,,,,
2439,15783,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.251,95.253,225,,,,5,,,16.7,,,,,,,,,,,
2439,15784,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.442,95.24,246,,,,5,,,16.9,,,,,,,,,,,
2439,15785,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.441,95.239,246,,,,5,,,17.1,,,,,,,,,,,
2439,15786,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.486,95.228,251,,,,5,,,17.5,,,,,,,,,,,
2439,15787,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.381,95.26,239,,,,5,,,17.8,,,,,,,,,,,
2439,15788,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.427,95.235,245,,,,5,,,18.2,,,,,,,,,,,
2439,15789,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.442,95.241,246,,,,5,,,18.3,,,,,,,,,,,
2439,15790,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.442,95.241,246,,,,5,,,18.4,,,,,,,,,,,
2439,15791,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.499,95.223,253,,,,5,,,18.5,,,,,,,,,,,
2439,15792,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.476,95.237,250,,,,5,,,18.9,,,,,,,,,,,
2439,15793,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.452,95.244,247,,,,5,,,19.5,,,,,,,,,,,
2439,15794,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.42,95.248,243,,,,5,,,19.5,,,,,,,,,,,
2439,15795,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.485,95.228,251,,,,5,,,19.7,,,,,,,,,,,
2439,15796,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.201,95.284,219,,,,5,,,20,,,,,,,,,,,
2439,15797,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.558,95.235,259,,,,5,,,20,,,,,,,,,,,
2439,15798,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.472,95.238,249,,,,5,,,20.2,,,,,,,,,,,
2439,15799,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.476,95.238,250,,,,5,,,20.7,,,,,,,,,,,
2439,15800,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.2,95.284,219,,,,5,,,21,,,,,,,,,,,
2439,15801,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.316,95.238,233,,,,5,,,21.2,,,,,,,,,,,
2439,15802,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.497,95.228,252,,,,5,,,21.5,,,,,,,,,,,
2439,15803,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.428,95.24,245,,,,5,,,21.5,,,,,,,,,,,
2439,15804,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.468,95.242,249,,,,5,,,21.6,,,,,,,,,,,
2439,15805,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.499,95.226,253,,,,5,,,21.7,,,,,,,,,,,
2439,15806,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.435,95.234,246,,,,5,,,21.7,,,,,,,,,,,
2439,15807,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.631,95.397,262,,,,5,,,21.8,,,,,,,,,,,
2439,15808,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.476,95.236,250,,,,5,,,22.5,,,,,,,,,,,
2439,15809,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.432,95.235,245,,,,5,,,22.6,,,,,,,,,,,
2439,15810,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.464,95.247,248,,,,5,,,23.1,,,,,,,,,,,
2439,15811,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.314,95.241,232,,,,5,,,23.5,,,,,,,,,,,
2439,15812,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.486,95.228,251,,,,5,,,23.5,,,,,,,,,,,
2439,15813,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.465,95.242,248,,,,5,,,24.1,,,,,,,,,,,
2439,15814,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.445,95.243,246,,,,5,,,24.5,,,,,,,,,,,
2439,15815,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.46,95.246,248,,,,5,,,24.8,,,,,,,,,,,
2439,15816,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.314,95.24,232,,,,5,,,25.2,,,,,,,,,,,
2439,15817,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.283,95.247,229,,,,5,,,25.5,,,,,,,,,,,
2439,15818,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.355,95.242,237,,,,5,,,25.6,,,,,,,,,,,
2439,26373,2004,12,26,60,INDIA,KERALA,ALLAPUZHA,9.49,76.33,2264,,,,4,,,4,1000,,,,,,,,,,
2439,26374,2004,12,26,60,INDIA,TAMIL NADU,KANYAKUMARI,8.078,77.541,2094,,,,5,,,2.4,400,,,,,,,,,,
2439,26375,2004,12,26,60,INDIA,TAMIL NADU,KANYAKUMARI,8.078,77.541,2094,,,,4,,,10,400,,,,,,1,,,,
2439,9138,2004,12,26,60,INDONESIA,NORTH SUMATRA,"SOUTH OF SIBOLGA, SUMATRA",1.664,98.826,378,,,,5,,,1.5,,,,,,,,,,,
2439,25933,2004,12,26,60,SOMALIA,,BANDARBEYLA,9.49316,50.81461,5021,,,,5,,,8.94,48.6,30,1,7,1,,,,,102,3
2439,9731,2004,12,26,60,MALDIVES,,"LAAMU ATOLL, GAN IS.",1.942,73.544,2483,,,,4,,,2,,,,,,,,,,,
2439,9098,2004,12,26,60,THAILAND,,BAN PAK NAM PORT,9.979,98.601,801,,,,5,,,1.7,0,,,,,,,,,,
2439,26555,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.56988889,95.32963889,257,,,,5,,,3.25,,,,,,,,,,,
2439,26556,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.57569444,95.34505556,258,,,,5,,,3.55,,,,,,,,,,,
2439,26557,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.56344444,95.31697222,257,,,,5,,,5.2,,,,,,,,,,,
2439,26558,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.56802778,95.31680556,257,,,,5,,,6,,,,,,,,,,,
2439,26559,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.5615,95.31683333,257,,,,5,,,6,,,,,,,,,,,
2439,26560,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.54686111,95.31169444,255,,,,5,,,4,,,,,,,,,,,
2439,26561,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.47838889,95.24544444,250,,,,5,,,5.8,,,,,,,,,,,
2439,26562,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.53391667,95.28136111,255,,,,5,,,6.1,,,,,,,,,,,
2439,26563,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.58175,95.36402778,258,,,,5,,,2.7,,,,,,,,,,,
2439,26564,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.59972222,95.391,259,,,,5,,,3.2,,,,,,,,,,,
2439,26565,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.60286111,95.39630556,259,,,,5,,,3,,,,,,,,,,,
2439,26566,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.60469444,95.38775,260,,,,5,,,6.1,,,,,,,,,,,
2439,26567,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.59722222,95.39666667,259,,,,5,,,0.25,,,,,,,,,,,
2439,26568,2004,12,26,60,INDONESIA,ACEH,BANDA ACEH,5.56055556,95.3075,257,,,,5,,,8,,,,,,,,,,,
2439,15759,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.648,95.415,264,,,,5,,,7.1,,,,,,,,,,,
2439,15760,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.649,95.416,264,,,,5,,,7.2,,,,,,,,,,,
2439,15761,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.648,95.415,264,,,,5,,,7.2,,,,,,,,,,,
2439,15762,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.65,95.422,264,,,,5,,,7.5,,,,,,,,,,,
2439,15763,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.609,95.398,260,,,,5,,,7.7,,,,,,,,,,,
2439,15764,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.647,95.414,264,,,,5,,,8.2,,,,,,,,,,,
2439,15765,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.6,95.379,259,,,,5,,,8.6,,,,,,,,,,,
2439,15766,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.286,95.251,229,,,,5,,,10.4,,,,,,,,,,,
2439,15767,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.602,95.383,260,,,,5,,,10.7,,,,,,,,,,,
2439,15768,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.61,95.397,260,,,,5,,,11,,,,,,,,,,,
2439,19747,2004,12,26,60,TANZANIA,,"MTSAMBORO, MAYOTTE",-12.69817,45.06762,5886,,,,5,,,1.25,,,,,,,,,,,
2439,19748,2004,12,26,60,TANZANIA,,"MTSANGADOUA, MAYOTTE",-12.71112,45.05005,5888,,,,5,,,2.9,,,,,,,,,,,
2439,19749,2004,12,26,60,TANZANIA,,"ACOUA, MAYOTTE",-12.72528,45.05615,5887,,,,5,,,2.4,,,,,,,,,,,
2439,19750,2004,12,26,60,TANZANIA,,"CHICONI, MAYOTTE",-12.8364,45.11225,5885,,,,5,,,2.45,,,,,,,,,,,
2439,19751,2004,12,26,60,TANZANIA,,"SADA, MAYOTTE",-12.84942,45.09867,5886,,,,5,,,1.3,,,,,,,,,,,
2439,15755,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.649,95.416,264,,,,5,,,4.2,,,,,,,,,,,
2439,15756,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.648,95.415,264,,,,5,,,4.9,,,,,,,,,,,
2439,15820,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.436,95.235,246,,,,5,,,26.3,,,,,,,,,,,
2439,15821,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.463,95.242,248,,,,5,,,26.5,,,,,,,,,,,
2439,15822,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.5,95.227,253,,,,5,,,26.8,,,,,,,,,,,
2439,15823,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.472,95.243,249,,,,5,,,27,,,,,,,,,,,
2439,15824,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.472,95.243,249,,,,5,,,27,,,,,,,,,,,
2439,15825,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.433,95.231,245,,,,5,,,27.1,,,,,,,,,,,
2439,15826,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.43,95.233,245,,,,5,,,27.6,,,,,,,,,,,
2439,15827,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.45,95.242,247,,,,5,,,27.8,,,,,,,,,,,
2439,15828,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.461,95.245,248,,,,5,,,28.2,,,,,,,,,,,
2439,15829,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.498,95.228,252,,,,5,,,29.3,,,,,,,,,,,
2439,15830,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.354,95.243,237,,,,5,,,29.6,,,,,,,,,,,
2439,15831,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.451,95.243,247,,,,5,,,29.7,,,,,,,,,,,
2439,15832,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.46,95.246,248,,,,5,,,29.8,,,,,,,,,,,
2439,15833,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.485,95.228,251,,,,5,,,30.5,,,,,,,,,,,
2439,15834,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.496,95.229,252,,,,5,,,30.6,,,,,,,,,,,
2439,15835,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.499,95.229,253,,,,5,,,34.7,,,,,,,,,,,
2439,15836,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.456,95.246,247,,,,5,,,35.7,,,,,,,,,,,
2439,15837,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.351,95.246,236,,,,5,,,40.2,,,,,,,,,,,
2439,15838,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.429,95.234,245,,,,5,,,50.6,,,,,,,,,,,
2439,15839,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.631,95.405,262,,,,5,,,2.1,,,,,,,,,,,
2439,15840,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.562,95.344,256,,,,5,,,2.9,,,,,,,,,,,
2439,15841,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.562,95.344,256,,,,5,,,3.1,,,,,,,,,,,
2439,15842,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.558,95.321,256,,,,5,,,3.4,,,,,,,,,,,
2439,15843,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.567,95.344,257,,,,5,,,3.5,,,,,,,,,,,
2439,15844,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.567,95.343,257,,,,5,,,3.6,,,,,,,,,,,
2439,15845,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.566,95.341,257,,,,5,,,3.7,,,,,,,,,,,
2439,15846,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.562,95.326,257,,,,5,,,4,,,,,,,,,,,
2439,15847,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.557,95.32,256,,,,5,,,4,,,,,,,,,,,
2439,15848,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.59,95.392,258,,,,5,,,4.1,,,,,,,,,,,
2439,15849,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.345,257,,,,5,,,4.5,,,,,,,,,,,
2439,15850,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.59,95.392,258,,,,5,,,4.5,,,,,,,,,,,
2439,15851,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.566,95.327,257,,,,5,,,4.6,,,,,,,,,,,
2439,15852,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.566,95.327,257,,,,5,,,4.6,,,,,,,,,,,
2439,15853,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.57,95.334,257,,,,5,,,4.7,,,,,,,,,,,
2439,15854,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.565,95.33,257,,,,5,,,4.9,,,,,,,,,,,
2439,15855,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.477,95.265,249,,,,5,,,4.9,,,,,,,,,,,
2439,15856,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.565,95.312,257,,,,5,,,4.9,,,,,,,,,,,
2439,15857,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.631,95.404,262,,,,5,,,5,,,,,,,,,,,
2439,15858,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.572,95.344,257,,,,5,,,5.1,,,,,,,,,,,
2439,19734,2004,12,26,60,TANZANIA,,"GNAMBO-YAMAORE, MOHELI",-12.25638,43.67012,6021,,,,5,,,2.2,,,,,,,,,,,
2439,19735,2004,12,26,60,TANZANIA,,"MTAKOUDJA, MOHELI",-12.26802,43.70543,6018,,,,5,,,2.8,,,,,,,,,,,
